"ID Comida";"ID  BF";"Fecha Hora";"ID Donantes";"Tipo de comida";"Descripción";"Cantidad (un. o kg)"
"C1763";"B012";"16/09/2021 21:50:46";"D002";"Comida Preparada";"Filetes de ternera a la napolitana";"4"
"C1762";"B012";"16/09/2021 21:50:29";"D002";"Comida Preparada";"Espaguetis carbonara";"5"
"C1766";"B012";"16/09/2021 21:50:14";"D024";"Alimentos frescos";"Frutas";"1"
"C1766";"B029";"16/09/2021 21:46:16";"D024";"Alimentos frescos";"Frutas";"1"
"C1759";"B029";"16/09/2021 21:44:41";"D029";"Comida Preparada";"Coliflor con patatas";"5"
"C1756";"B029";"16/09/2021 21:44:21";"D001";"Comida Preparada";"Patatas con pescado";"5"
"C1765";"B011";"16/09/2021 21:43:14";"D023";"Alimentos frescos";"Fruta";"1"
"C1762";"B011";"16/09/2021 21:42:58";"D002";"Comida Preparada";"Espaguetis carbonara";"5"
"C1764";"B011";"16/09/2021 21:42:42";"D012";"Alimentos frescos";"Verduras";"1"
"C1766";"B004";"16/09/2021 21:41:54";"D024";"Alimentos frescos";"Frutas";"1"
"C1762";"B004";"16/09/2021 21:41:07";"D002";"Comida Preparada";"Espaguetis carbonara";"5"
"C1763";"B004";"16/09/2021 21:40:29";"D002";"Comida Preparada";"Filetes de ternera a la napolitana";"5"
"C1756";"B004";"16/09/2021 21:40:08";"D001";"Comida Preparada";"Patatas con pescado";"2"
"C1765";"B014";"16/09/2021 21:39:32";"D023";"Alimentos frescos";"Fruta";"1"
"C1762";"B014";"16/09/2021 21:38:35";"D002";"Comida Preparada";"Espaguetis carbonara";"3"
"C1757";"B014";"16/09/2021 21:37:05";"D001";"Comida Preparada";"Rabas";"2"
"C1763";"B026";"16/09/2021 21:36:38";"D002";"Alimentos frescos";"Fruta";"1"
"C1763";"B026";"16/09/2021 21:36:25";"D002";"Comida Preparada";"Filetes de ternera a la napolitana";"4"
"C1758";"B026";"16/09/2021 21:36:00";"D001";"Comida Preparada";"Noodles con verdura ";"1"
"C1759";"B026";"16/09/2021 21:34:00";"D029";"Comida Preparada";"Coliflor con patatas";"5"
"C1746";"B014";"15/09/2021 21:37:04";"D001";"Comida Preparada";"Fideos con verdura y nata";"2"
"C1749";"B012";"15/09/2021 21:36:24";"D002";"Comida Preparada";"Salmón";"5"
"C1746";"B012";"15/09/2021 21:35:58";"D001";"Comida Preparada";"Fideos con verdura y nata";"3"
"C1746";"B029";"15/09/2021 21:35:40";"D001";"Comida Preparada";"Fideos con verdura y nata";"3"
"C1746";"B029";"15/09/2021 21:35:11";"D001";"Comida Preparada";"Fideos con verdura y nata";"2"
"C1746";"B026";"15/09/2021 21:34:42";"D001";"Comida Preparada";"Fideos con verdura y nata";"2"
"C1750";"B011";"15/09/2021 21:29:58";"D002";"Comida Preparada";"Lentejas con chorizo";"2"
"C1754";"B024";"15/09/2021 21:29:07";"D008";"Comida Preparada";"Cocido";"5"
"C1748";"B024";"15/09/2021 21:28:47";"D001";"Comida Preparada";"Filetes rusos";"2"
"C1748";"B021";"15/09/2021 21:28:33";"D001";"Comida Preparada";"Filetes rusos";"2"
"C1748";"B018";"15/09/2021 21:27:51";"D001";"Comida Preparada";"Filetes rusos";"2"
"C1748";"B004";"15/09/2021 21:27:37";"D001";"Comida Preparada";"Filetes rusos";"4"
"C1748";"B029";"15/09/2021 21:27:21";"D001";"Comida Preparada";"Filetes rusos";"4"
"C1748";"B026";"15/09/2021 21:27:04";"D001";"Comida Preparada";"Filetes rusos";"2"
"C1750";"B012";"15/09/2021 21:26:38";"D002";"Comida Preparada";"Lentejas con chorizo";"3"
"C1750";"B024";"15/09/2021 21:26:19";"D002";"Comida Preparada";"Lentejas con chorizo";"2"
"C1750";"B014";"15/09/2021 21:26:00";"D002";"Comida Preparada";"Lentejas con chorizo";"3"
"C1750";"B001";"15/09/2021 21:25:38";"D002";"Comida Preparada";"Lentejas con chorizo";"3"
"C1749";"B004";"15/09/2021 21:25:16";"D002";"Comida Preparada";"Salmón";"4"
"C1749";"B021";"15/09/2021 21:24:50";"D002";"Comida Preparada";"Salmón";"2"
"C1749";"B014";"15/09/2021 21:24:26";"D002";"Comida Preparada";"Salmón";"3"
"C1749";"B029";"15/09/2021 21:24:11";"D002";"Comida Preparada";"Salmón";"3"
"C1749";"B026";"15/09/2021 21:23:53";"D002";"Comida Preparada";"Salmón";"2"
"C1751";"B026";"15/09/2021 21:23:27";"D002";"Comida Preparada";"Pollo en pepitoria";"3"
"C1751";"B014";"15/09/2021 21:23:04";"D002";"Comida Preparada";"Pollo en pepitoria";"3"
"C1751";"B018";"15/09/2021 21:22:46";"D002";"Comida Preparada";"Pollo en pepitoria";"3"
"C1751";"B021";"15/09/2021 21:22:13";"D002";"Comida Preparada";"Pollo en pepitoria";"3"
"C1751";"B024";"15/09/2021 21:21:59";"D002";"Comida Preparada";"Pollo en pepitoria";"3"
"C1751";"B012";"15/09/2021 21:21:28";"D002";"Comida Preparada";"Pollo en pepitoria";"5"
"C1751";"B026";"15/09/2021 21:20:52";"D002";"Comida Preparada";"Pollo en pepitoria";"3"
"C1751";"B004";"15/09/2021 21:20:24";"D002";"Comida Preparada";"Pollo en pepitoria";"5"
"C1751";"B001";"15/09/2021 21:20:12";"D002";"Comida Preparada";"Pollo en pepitoria";"5"
"C1747";"B011";"15/09/2021 21:19:28";"D001";"Comida Preparada";"Acelgas con patatas cocidas";"5"
"C1755";"B030";"15/09/2021 21:18:49";"D021";"Alimentos frescos";"Fruta y verdura";"1"
"C1749";"B030";"15/09/2021 21:16:15";"D002";"Comida Preparada";"Salmón";"2"
"C1748";"B030";"15/09/2021 21:15:43";"D001";"Comida Preparada";"Filetes rusos";"4"
"C1746";"B030";"15/09/2021 21:14:19";"D001";"Comida Preparada";"Fideos con verdura y nata";"4"
"C1745";"B030";"12/7/2021 21:45";"D004";"Pan";"PAN";"2"
"C1745";"B029";"12/7/2021 21:45";"D004";"Pan";"PAN";"2"
"C1745";"B004";"12/7/2021 21:45";"D004";"Pan";"PAN";"1"
"C1745";"B021";"12/7/2021 21:45";"D004";"Pan";"PAN";"1"
"C1745";"B018";"12/7/2021 21:45";"D004";"Pan";"PAN";"1"
"C1745";"B012";"12/7/2021 21:45";"D004";"Pan";"PAN";"2"
"C1745";"B011";"12/7/2021 21:45";"D004";"Pan";"PAN";"1"
"C1745";"B004";"12/7/2021 21:44";"D004";"Pan";"PAN";"2"
"C1745";"B001";"12/7/2021 21:44";"D004";"Pan";"PAN";"2"
"C1744";"B030";"12/7/2021 21:30";"D012";"Alimentos frescos";"FRUTA Y VERDURA";"1"
"C1744";"B029";"12/7/2021 21:30";"D012";"Alimentos frescos";"FRUTA Y VERDURA";"1"
"C1744";"B021";"12/7/2021 21:29";"D012";"Alimentos frescos";"FRUTA Y VERDURA";"1"
"C1744";"B018";"12/7/2021 21:29";"D012";"Alimentos frescos";"FRUTA Y VERDURA";"1"
"C1744";"B001";"12/7/2021 21:29";"D012";"Alimentos frescos";"FRUTA Y VERDURA";"1"
"C1744";"B012";"12/7/2021 21:29";"D012";"Alimentos frescos";"FRUTA Y VERDURA";"1"
"C1744";"B011";"12/7/2021 21:29";"D012";"Alimentos frescos";"FRUTA Y VERDURA";"1"
"C1744";"B004";"12/7/2021 21:27";"D012";"Alimentos frescos";"FRUTA Y VERDURA";"2"
"C1744";"B001";"12/7/2021 21:27";"D012";"Alimentos frescos";"FRUTA Y VERDURA";"2"
"C1738";"B030";"12/7/2021 20:13";"D002";"Comida Preparada";"Fingers de pollo";"2"
"C1738";"B029";"12/7/2021 20:13";"D002";"Comida Preparada";"Fingers de pollo";"2"
"C1738";"B001";"12/7/2021 20:13";"D002";"Comida Preparada";"Fingers de pollo";"2"
"C1738";"B021";"12/7/2021 20:13";"D002";"Comida Preparada";"Fingers de pollo";"2"
"C1738";"B012";"12/7/2021 20:13";"D002";"Comida Preparada";"Fingers de pollo";"2"
"C1738";"B011";"12/7/2021 20:13";"D002";"Comida Preparada";"Fingers de pollo";"2"
"C1738";"B012";"12/7/2021 20:13";"D002";"Comida Preparada";"Fingers de pollo";"2"
"C1737";"B011";"12/7/2021 20:12";"D001";"Comida Preparada";"Lentejas con chorizo";"1"
"C1737";"B004";"12/7/2021 20:12";"D001";"Comida Preparada";"Lentejas con chorizo";"2"
"C1737";"B018";"12/7/2021 20:12";"D001";"Comida Preparada";"Lentejas con chorizo";"2"
"C1737";"B004";"12/7/2021 20:12";"D001";"Comida Preparada";"Lentejas con chorizo";"3"
"C1737";"B001";"12/7/2021 20:12";"D001";"Comida Preparada";"Lentejas con chorizo";"2"
"C1738";"B001";"12/7/2021 20:12";"D002";"Comida Preparada";"Fingers de pollo";"2"
"C1729";"B030";"7/7/2021 21:37";"D021";"Alimentos frescos";"Fruta y verdura";"1"
"C1729";"B029";"7/7/2021 21:37";"D021";"Alimentos frescos";"Fruta y verdura";"1"
"C1730";"B026";"7/7/2021 21:37";"D006";"Alimentos frescos";"Fruta y verdura";"1"
"C1730";"B021";"7/7/2021 21:37";"D006";"Alimentos frescos";"Fruta y verdura";"1"
"C1731";"B018";"7/7/2021 21:37";"D017";"Alimentos frescos";"Fruta y verdura";"1"
"C1731";"B014";"7/7/2021 21:37";"D017";"Alimentos frescos";"Fruta y verdura";"1"
"C1732";"B012";"7/7/2021 21:37";"D012";"Alimentos frescos";"Fruta y verdura";"1"
"C1732";"B011";"7/7/2021 21:37";"D012";"Alimentos frescos";"Fruta y verdura";"1"
"C1733";"B004";"7/7/2021 21:36";"D024";"Alimentos frescos";"Fruta y verdura";"1"
"C1733";"B001";"7/7/2021 21:36";"D024";"Alimentos frescos";"Fruta y verdura";"1"
"C1736";"B001";"7/7/2021 21:35";"D004";"Pan";"Pan";"1"
"C1736";"B011";"7/7/2021 21:35";"D004";"Pan";"Pan";"1"
"C1721";"B030";"7/7/2021 21:34";"D19";"Comida Preparada";"Pechuga de pollo";"2"
"C1722";"B030";"7/7/2021 21:34";"D002";"Comida Preparada";"Crema de calabaza";"5"
"C1725";"B030";"7/7/2021 21:34";"D001";"Comida Preparada";"Carne en salsa";"3"
"C1725";"B030";"7/7/2021 21:34";"D001";"Comida Preparada";"Carne en salsa";"3"
"C1721";"B012";"7/7/2021 21:34";"D19";"Comida Preparada";"Pechuga de pollo";"2"
"C1718";"B029";"7/7/2021 21:33";"D19";"Comida Preparada";"Sopa de fideos";"4"
"C1725";"B029";"7/7/2021 21:33";"D001";"Comida Preparada";"Carne en salsa";"4"
"C1720";"B029";"7/7/2021 21:33";"D19";"Comida Preparada";"Judías menestra";"4"
"C1735";"B018";"7/7/2021 21:32";"D004";"Bollos";"Croisssants";"2"
"C1721";"B026";"7/7/2021 21:31";"D19";"Comida Preparada";"Pechuga de pollo";"2"
"C1723";"B026";"7/7/2021 21:31";"D002";"Comida Preparada";"Salchichas";"1"
"C1722";"B026";"7/7/2021 21:31";"D002";"Comida Preparada";"Crema de calabaza";"5"
"C1721";"B021";"7/7/2021 21:31";"D19";"Comida Preparada";"Pechuga de pollo";"2"
"C1723";"B021";"7/7/2021 21:30";"D002";"Comida Preparada";"Salchichas";"2"
"C1722";"B018";"7/7/2021 21:29";"D002";"Comida Preparada";"Crema de calabaza";"3"
"C1722";"B014";"7/7/2021 21:29";"D002";"Comida Preparada";"Crema de calabaza";"3"
"C1718";"B021";"7/7/2021 21:26";"D19";"Comida Preparada";"Sopa de fideos";"4"
"C1724";"B018";"7/7/2021 21:26";"D001";"Comida Preparada";"Macarrones";"5"
"C1725";"B018";"7/7/2021 21:26";"D001";"Comida Preparada";"Carne en salsa";"3"
"C1723";"B014";"7/7/2021 21:26";"D002";"Comida Preparada";"Salchichas";"2"
"C1722";"B012";"7/7/2021 21:24";"D002";"Comida Preparada";"Crema de calabaza";"5"
"C1725";"B012";"7/7/2021 21:22";"D001";"Comida Preparada";"Carne en salsa";"5"
"C1719";"B012";"7/7/2021 21:22";"D19";"Comida Preparada";"Raviolis";"5"
"C1723";"B011";"7/7/2021 21:22";"D002";"Comida Preparada";"Salchichas";"2"
"C1723";"B001";"7/7/2021 21:21";"D002";"Comida Preparada";"Salchichas";"2"
"C1718";"B001";"7/7/2021 21:21";"D19";"Comida Preparada";"Sopa de fideos";"5"
"C1725";"B001";"7/7/2021 21:21";"D001";"Comida Preparada";"Carne en salsa";"5"
"C1712";"B030";"5/7/2021 21:40";"D012";"Alimentos frescos";"Fruta y verdura";"1"
"C1715";"B029";"5/7/2021 21:40";"D007";"Alimentos frescos";"Fruta y verdura";"1"
"C1712";"B026";"5/7/2021 21:40";"D012";"Alimentos frescos";"Fruta y verdura";"1"
"C1715";"B021";"5/7/2021 21:40";"D007";"Alimentos frescos";"Fruta y verdura";"1"
"C1712";"B018";"5/7/2021 21:40";"D012";"Alimentos frescos";"Fruta y verdura";"1"
"C1715";"B014";"5/7/2021 21:39";"D007";"Alimentos frescos";"Fruta y verdura";"1"
"C1712";"B012";"5/7/2021 21:39";"D012";"Alimentos frescos";"Fruta y verdura";"1"
"C1715";"B011";"5/7/2021 21:39";"D007";"Alimentos frescos";"Fruta y verdura";"1"
"C1712";"B004";"5/7/2021 21:39";"D012";"Alimentos frescos";"Fruta y verdura";"1"
"C1715";"B001";"5/7/2021 21:39";"D007";"Alimentos frescos";"Fruta y verdura";"1"
"C1710";"B029";"5/7/2021 21:32";"B005";"Pan";"Barras de pan";"3"
"C1717";"B029";"5/7/2021 21:32";"D013";"Comida Preparada";"Lentejas";"4"
"C1701";"B029";"5/7/2021 21:32";"D001";"Comida Preparada";"Arroz milanesa";"2"
"C1706";"B029";"5/7/2021 21:32";"D002";"Comida Preparada";"Espaguetis carbonara";"2"
"C1708";"B029";"5/7/2021 21:31";"D002";"Comida Preparada";"Filetes de ternera en salsa";"4"
"C1710";"B026";"5/7/2021 21:31";"B005";"Pan";"Barras de pan";"3"
"C1717";"B026";"5/7/2021 21:31";"D013";"Comida Preparada";"Lentejas";"3"
"C1707";"B026";"5/7/2021 21:30";"D002";"Comida Preparada";"Filetes cerdo";"3"
"C1704";"B026";"5/7/2021 21:30";"D002";"Comida Preparada";"Judías con jamón";"1"
"C1708";"B026";"5/7/2021 21:30";"D002";"Comida Preparada";"Filetes de ternera en salsa";"3"
"C1716";"B018";"5/7/2021 21:30";"D013";"Comida Preparada";"Paella";"2"
"C1716";"B021";"5/7/2021 21:29";"D013";"Comida Preparada";"Paella";"4"
"C1716";"B012";"5/7/2021 21:29";"D013";"Comida Preparada";"Paella";"4"
"C1709";"B021";"5/7/2021 21:29";"D004";"Pan";"Barras de pan";"3"
"C1706";"B021";"5/7/2021 21:29";"D002";"Comida Preparada";"Espaguetis carbonara";"2"
"C1702";"B021";"5/7/2021 21:28";"D019";"Comida Preparada";"Filetes de pollo";"3"
"C1708";"B021";"5/7/2021 21:28";"D002";"Comida Preparada";"Filetes de ternera en salsa";"4"
"C1703";"B018";"5/7/2021 21:28";"D019";"Comida Preparada";"Crema de calabaza";"3"
"C1707";"B018";"5/7/2021 21:27";"D002";"Comida Preparada";"Filetes cerdo";"2"
"C1704";"B018";"5/7/2021 21:27";"D002";"Comida Preparada";"Judías con jamón";"3"
"C1705";"B018";"5/7/2021 21:27";"D002";"Comida Preparada";"Pescado frito";"3"
"C1710";"B018";"5/7/2021 21:27";"B005";"Pan";"Barras de pan";"2"
"C1710";"B014";"5/7/2021 21:27";"B005";"Pan";"Barras de pan";"3"
"C1701";"B014";"5/7/2021 21:27";"D001";"Comida Preparada";"Arroz milanesa";"2"
"C1706";"B014";"5/7/2021 21:27";"D002";"Comida Preparada";"Espaguetis carbonara";"4"
"C1708";"B014";"5/7/2021 21:27";"D002";"Comida Preparada";"Filetes de ternera en salsa";"4"
"C1710";"B012";"5/7/2021 21:26";"B005";"Pan";"Barras de pan";"3"
"C1710";"B011";"5/7/2021 21:26";"B005";"Pan";"Barras de pan";"2"
"C1710";"B004";"5/7/2021 21:26";"B005";"Pan";"Barras de pan";"3"
"C1710";"B001";"5/7/2021 21:26";"B005";"Pan";"Barras de pan";"3"
"C1703";"B012";"5/7/2021 21:25";"D019";"Comida Preparada";"Crema de calabaza";"2"
"C1711";"B012";"5/7/2021 21:25";"D015";"Bollos";"Empanadillas";"3"
"C1702";"B012";"5/7/2021 21:25";"D019";"Comida Preparada";"Filetes de pollo";"3"
"C1706";"B012";"5/7/2021 21:25";"D002";"Comida Preparada";"Espaguetis carbonara";"3"
"C1708";"B012";"5/7/2021 21:25";"D002";"Comida Preparada";"Filetes de ternera en salsa";"5"
"C1703";"B011";"5/7/2021 21:24";"D019";"Comida Preparada";"Crema de calabaza";"3"
"C1701";"B011";"5/7/2021 21:24";"D001";"Comida Preparada";"Arroz milanesa";"2"
"C1704";"B011";"5/7/2021 21:24";"D002";"Comida Preparada";"Judías con jamón";"1"
"C1708";"B011";"5/7/2021 21:23";"D002";"Comida Preparada";"Filetes de ternera en salsa";"3"
"C1701";"B004";"5/7/2021 21:22";"D001";"Comida Preparada";"Arroz milanesa";"2"
"C1707";"B004";"5/7/2021 21:22";"D002";"Comida Preparada";"Filetes cerdo";"5"
"C1704";"B004";"5/7/2021 21:22";"D002";"Comida Preparada";"Judías con jamón";"5"
"C1717";"B001";"5/7/2021 21:22";"D013";"Comida Preparada";"Lentejas";"4"
"C1703";"B001";"5/7/2021 21:21";"D019";"Comida Preparada";"Crema de calabaza";"2"
"C1706";"B001";"5/7/2021 21:21";"D002";"Comida Preparada";"Espaguetis carbonara";"2"
"C1702";"B001";"5/7/2021 21:21";"D019";"Comida Preparada";"Filetes de pollo";"4"
"C1705";"B001";"5/7/2021 21:21";"D002";"Comida Preparada";"Pescado frito";"5"
"C1710";"B030";"5/7/2021 21:13";"B005";"Pan";"Barras de pan";"3"
"C1703";"B030";"5/7/2021 21:12";"D019";"Comida Preparada";"Crema de calabaza";"4"
"C1701";"B030";"5/7/2021 21:12";"D001";"Comida Preparada";"Arroz milanesa";"2"
"C1707";"B030";"5/7/2021 21:12";"D002";"Comida Preparada";"Filetes cerdo";"2"
"C1704";"B030";"5/7/2021 21:12";"D002";"Comida Preparada";"Judías con jamón";"3"
"C1705";"B030";"5/7/2021 21:11";"D002";"Comida Preparada";"Pescado frito";"3"
"C1698";"B030";"30/06/2021 21:53:36";"D012";"Alimentos frescos";"FRUTA Y VERDURA";"1"
"C1699";"B029";"30/06/2021 21:31:56";"D021";"Alimentos frescos";"FRUTA Y VERDURA";"1"
"C1693";"B026";"30/06/2021 21:31:44";"D006";"Alimentos frescos";"FRUTA Y VERDURA";"1"
"C1693";"B024";"30/06/2021 21:31:36";"D006";"Alimentos frescos";"FRUTA Y VERDURA";"1"
"C1697";"B021";"30/06/2021 21:31:24";"D024";"Alimentos frescos";"FRUTA Y VERDURA";"1"
"C1697";"B018";"30/06/2021 21:31:18";"D024";"Alimentos frescos";"FRUTA Y VERDURA";"1"
"C1698";"B014";"30/06/2021 21:31:09";"D012";"Alimentos frescos";"FRUTA Y VERDURA";"1"
"C1698";"B012";"30/06/2021 21:31:01";"D012";"Alimentos frescos";"FRUTA Y VERDURA";"1"
"C1699";"B011";"30/06/2021 21:30:51";"D021";"Alimentos frescos";"FRUTA Y VERDURA";"1"
"C1699";"B001";"30/06/2021 21:30:43";"D021";"Alimentos frescos";"FRUTA Y VERDURA";"1"
"C1694";"B024";"30/06/2021 21:30:21";"D004";"Pan";"PAN";"1"
"C1695";"B030";"30/06/2021 21:29:45";"D005";"Pan";"PAN";"1"
"C1700";"B030";"30/06/2021 21:29:34";"D015";"Comida Preparada";"EMPANADILLAS";"3"
"C1691";"B030";"30/06/2021 21:29:16";"D011";"Bollos";"BUÑUELOS";"5"
"C1688";"B030";"30/06/2021 21:29:03";"D019";"Comida Preparada";"Filetes empanados";"3"
"C1695";"B029";"30/06/2021 21:28:39";"D005";"Pan";"PAN";"1"
"C1686";"B029";"30/06/2021 21:28:25";"D019";"Comida Preparada";"Filetes en salsa de champiñones";"4"
"C1687";"B029";"30/06/2021 21:28:13";"D019";"Comida Preparada";"Lentejas estofadas";"4"
"C1695";"B026";"30/06/2021 21:27:43";"D005";"Pan";"PAN";"1"
"C1690";"B026";"30/06/2021 21:27:24";"D008";"Comida Preparada";"COCIDO";"3"
"C1690";"B024";"30/06/2021 21:27:07";"D008";"Comida Preparada";"COCIDO";"2"
"C1688";"B024";"30/06/2021 21:26:57";"D019";"Comida Preparada";"Filetes empanados";"2"
"C1695";"B021";"30/06/2021 21:26:34";"D005";"Pan";"PAN";"1"
"C1686";"B021";"30/06/2021 21:26:15";"D019";"Comida Preparada";"Filetes en salsa de champiñones";"4"
"C1688";"B021";"30/06/2021 21:26:03";"D019";"Comida Preparada";"Filetes empanados";"4"
"C1694";"B014";"30/06/2021 21:25:35";"D004";"Pan";"PAN";"1"
"C1694";"B018";"30/06/2021 21:25:16";"D004";"Pan";"PAN";"1"
"C1686";"B018";"30/06/2021 21:24:59";"D019";"Comida Preparada";"Filetes en salsa de champiñones";"3"
"C1688";"B018";"30/06/2021 21:24:43";"D019";"Comida Preparada";"Filetes empanados";"3"
"C1689";"B014";"30/06/2021 21:24:18";"D002";"Comida Preparada";"Lentejas estofadas";"4"
"C1695";"B001";"30/06/2021 21:23:52";"D005";"Pan";"PAN";"1"
"C1695";"B011";"30/06/2021 21:23:44";"D005";"Pan";"PAN";"1"
"C1695";"B012";"30/06/2021 21:23:36";"D005";"Pan";"PAN";"1"
"C1696";"B012";"30/06/2021 21:23:19";"D005";"Bollos";"BIZCOCHO";"1"
"C1686";"B012";"30/06/2021 21:23:05";"D019";"Comida Preparada";"Filetes en salsa de champiñones";"4"
"C1687";"B012";"30/06/2021 21:22:42";"D019";"Comida Preparada";"Lentejas estofadas";"5"
"C1689";"B011";"30/06/2021 21:22:15";"D002";"Comida Preparada";"Lentejas estofadas";"3"
"C1685";"B011";"30/06/2021 21:22:03";"D001";"Comida Preparada";"Ensalada campera";"3"
"C1697";"B001";"30/06/2021 21:21:45";"D024";"Alimentos frescos";"FRUTA Y VERDURA";"1"
"C1686";"B001";"30/06/2021 21:21:30";"D019";"Comida Preparada";"Filetes en salsa de champiñones";"4"
"C1687";"B001";"30/06/2021 21:21:17";"D019";"Comida Preparada";"Lentejas estofadas";"5"
"C1683";"B030";"29/06/2021 22:05:52";"D021";"Alimentos frescos";"Fruta y verdura";"3"
"C1683";"B029";"29/06/2021 22:05:41";"D021";"Alimentos frescos";"Fruta y verdura";"4"
"C1683";"B026";"29/06/2021 22:05:27";"D021";"Alimentos frescos";"Fruta y verdura";"3"
"C1683";"B024";"29/06/2021 22:05:14";"D021";"Alimentos frescos";"Fruta y verdura";"2"
"C1683";"B021";"29/06/2021 22:05:03";"D021";"Alimentos frescos";"Fruta y verdura";"4"
"C1683";"B018";"29/06/2021 22:04:52";"D021";"Alimentos frescos";"Fruta y verdura";"3"
"C1683";"B014";"29/06/2021 22:04:41";"D021";"Alimentos frescos";"Fruta y verdura";"4"
"C1684";"B012";"29/06/2021 22:00:38";"D006";"Alimentos frescos";"Fruta y verdura";"1"
"C1684";"B011";"29/06/2021 22:00:31";"D006";"Alimentos frescos";"Fruta y verdura";"1"
"C1684";"B004";"29/06/2021 22:00:22";"D006";"Alimentos frescos";"Fruta y verdura";"1"
"C1684";"B001";"29/06/2021 22:00:16";"D006";"Alimentos frescos";"Fruta y verdura";"1"
"C1669";"B001";"29/06/2021 22:00:06";"D005";"Pan";"Pan";"1"
"C1669";"B004";"29/06/2021 21:59:58";"D005";"Pan";"Pan";"1"
"C1669";"B011";"29/06/2021 21:59:48";"D005";"Pan";"Pan";"1"
"C1669";"B012";"29/06/2021 21:59:38";"D005";"Pan";"Pan";"1"
"C1669";"B014";"29/06/2021 21:59:28";"D005";"Pan";"Pan";"1"
"C1669";"B018";"29/06/2021 21:59:18";"D005";"Pan";"Pan";"1"
"C1669";"B021";"29/06/2021 21:59:07";"D005";"Pan";"Pan";"1"
"C1669";"B024";"29/06/2021 21:59:00";"D005";"Pan";"Pan";"1"
"C1669";"B026";"29/06/2021 21:58:48";"D005";"Pan";"Pan";"1"
"C1669";"B029";"29/06/2021 21:58:42";"D005";"Pan";"Pan";"1"
"C1669";"B030";"29/06/2021 21:58:35";"D005";"Pan";"Pan";"1"
"C1674";"B030";"29/06/2021 21:58:19";"D019";"Comida Preparada";"Tortilla a la francesa";"3"
"C1681";"B030";"29/06/2021 21:58:08";"D013";"Comida Preparada";"Patatas con costillas";"3"
"C1677";"B030";"29/06/2021 21:57:51";"D019";"Comida Preparada";"Jamón York picado";"3"
"C1675";"B030";"29/06/2021 21:57:41";"D019 ";"Comida Preparada";"Sopa de estrellas";"3"
"C1670";"B030";"29/06/2021 21:57:32";"D015";"Comida Preparada";"Empanadillas";"3"
"C1680";"B030";"29/06/2021 21:57:21";"D001";"Comida Preparada";"Arroz tres delicias";"3"
"C1674";"B029";"29/06/2021 21:57:06";"D019";"Comida Preparada";"Tortilla a la francesa";"4"
"C1679";"B029";"29/06/2021 21:57:01";"D001";"Comida Preparada";"Muslos pollo asado";"4"
"C1678";"B029";"29/06/2021 21:56:48";"D002";"Comida Preparada";"Filetes de ternera";"4"
"C1672";"B029";"29/06/2021 21:56:36";"D019";"Comida Preparada";"Crema calabaza y zanahoria";"2"
"C1674";"B026";"29/06/2021 21:56:21";"D019";"Comida Preparada";"Tortilla a la francesa";"3"
"C1677";"B026";"29/06/2021 21:56:14";"D019";"Comida Preparada";"Jamón York picado";"3"
"C1678";"B026";"29/06/2021 21:56:07";"D002";"Comida Preparada";"Filetes de ternera";"3"
"C1680";"B026";"29/06/2021 21:55:59";"D001";"Comida Preparada";"Arroz tres delicias";"3"
"C1672";"B026";"29/06/2021 21:55:47";"D019";"Comida Preparada";"Crema calabaza y zanahoria";"3"
"C1681";"B024";"29/06/2021 21:55:26";"D013";"Comida Preparada";"Patatas con costillas";"2"
"C1677";"B024";"29/06/2021 21:55:13";"D019";"Comida Preparada";"Jamón York picado";"2"
"C1678";"B024";"29/06/2021 21:55:04";"D002";"Comida Preparada";"Filetes de ternera";"2"
"C1672";"B024";"29/06/2021 21:54:53";"D019";"Comida Preparada";"Crema calabaza y zanahoria";"2"
"C1674";"B021";"29/06/2021 21:54:24";"D019";"Comida Preparada";"Tortilla a la francesa";"4"
"C1677";"B021";"29/06/2021 21:54:16";"D019";"Comida Preparada";"Jamón York picado";"4"
"C1681";"B021";"29/06/2021 21:54:09";"D013";"Comida Preparada";"Patatas con costillas";"4"
"C1676";"B021";"29/06/2021 21:53:59";"D019";"Comida Preparada";"Fingers de pollo";"4"
"C1672";"B021";"29/06/2021 21:53:31";"D019";"Comida Preparada";"Crema calabaza y zanahoria";"4"
"C1680";"B021";"29/06/2021 21:52:38";"D001";"Comida Preparada";"Arroz tres delicias";"4"
"C1678";"B018";"29/06/2021 21:52:16";"D002";"Comida Preparada";"Filetes de ternera";"3"
"C1672";"B018";"29/06/2021 21:52:02";"D019";"Comida Preparada";"Crema calabaza y zanahoria";"3"
"C1673";"B018";"29/06/2021 21:51:33";"D019";"Comida Preparada";"Ensalada campera";"3"
"C1675";"B018";"29/06/2021 21:50:50";"D019 ";"Comida Preparada";"Sopa de estrellas";"3"
"C1675";"B014";"29/06/2021 21:50:13";"D019 ";"Comida Preparada";"Sopa de estrellas";"4"
"C1679";"B014";"29/06/2021 21:50:03";"D001";"Comida Preparada";"Muslos pollo asado";"4"
"C1676";"B014";"29/06/2021 21:49:52";"D019";"Comida Preparada";"Fingers de pollo";"4"
"C1672";"B014";"29/06/2021 21:49:45";"D019";"Comida Preparada";"Crema calabaza y zanahoria";"4"
"C1678";"B012";"29/06/2021 21:49:20";"D002";"Comida Preparada";"Filetes de ternera";"5"
