"ID Comida";"ID  BF";"Fecha Hora";"ID Donantes";"Tipo de comida";"Descripción";"Cantidad (un. o kg)"
"C2512"";""B033"";""8/3/2022 21:09"";""D026";"COMIDA PREPARADA";"QUICHE DE ESPINACAS Y QUESO";"5"
"C2508";"B032";"8/3/2022 21:08";"D008";"COMIDA PREPARADA";"LENTEJAS CON CHORIZO";"4"
"C2515";"B029";"8/3/2022 21:08";"D026";"Bollería";"Bollería";"4"
"C2508";"B029";"8/3/2022 21:08";"D008";"COMIDA PREPARADA";"LENTEJAS CON CHORIZO";"4"
"C2515";"B026";"8/3/2022 21:08";"D026";"Bollería";"Bollería";"5"
"C2515";"B021";"8/3/2022 21:07";"D026";"Bollería";"Bollería";"4"
"C2511";"B042";"8/3/2022 21:07";"D026";"COMIDA PREPARADA";"QUICHE DE ATUN";"5"
"C2515";"B012";"8/3/2022 21:06";"D026";"Bollería";"Bollería";"5"
"C2515";"B018";"8/3/2022 21:06";"D026";"Bollería";"Bollería";"5"
"C2515";"B035";"8/3/2022 21:06";"D026";"Bollería";"Bollería";"5"
"C2508";"B012";"8/3/2022 21:00";"D008";"COMIDA PREPARADA";"LENTEJAS CON CHORIZO";"5"
"C2512";"B001";"8/3/2022 20:59";"D026";"COMIDA PREPARADA";"QUICHE DE ESPINACAS Y QUESO";"5"
"C2507";"B033";"8/3/2022 20:37";"D008";"COMIDA PREPARADA";"PATATAS REVOLCONAS CON TOCINO";"4"
"C2505";"B032";"8/3/2022 20:36";"D008";"COMIDA PREPRADA";"CREMA DE VERDURAS";"3"
"C2507";"B029";"8/3/2022 20:36";"D008";"COMIDA PREPARADA";"PATATAS REVOLCONAS CON TOCINO";"4"
"C2507";"B026";"8/3/2022 20:36";"D008";"COMIDA PREPARADA";"PATATAS REVOLCONAS CON TOCINO";"4"
"C2505";"B024";"8/3/2022 20:35";"D008";"COMIDA PREPRADA";"CREMA DE VERDURAS";"2"
"C2505";"B021";"8/3/2022 20:34";"D008";"COMIDA PREPRADA";"CREMA DE VERDURAS";"2"
"C2507";"B021";"8/3/2022 20:34";"D008";"COMIDA PREPARADA";"PATATAS REVOLCONAS CON TOCINO";"4"
"C2506";"B042";"8/3/2022 20:33";"D008";"COMIDA PREPARADA";"JUDIAS CON CHORIZO";"4"
"C2507";"B018";"8/3/2022 20:32";"D008";"COMIDA PREPARADA";"PATATAS REVOLCONAS CON TOCINO";"2"
"C2507";"B012";"8/3/2022 20:32";"D008";"COMIDA PREPARADA";"PATATAS REVOLCONAS CON TOCINO";"4"
"C2507";"B036";"8/3/2022 20:31";"D008";"COMIDA PREPARADA";"PATATAS REVOLCONAS CON TOCINO";"2"
"C2505";"B036";"8/3/2022 20:30";"D008";"COMIDA PREPRADA";"CREMA DE VERDURAS";"2"
"C2505";"B035";"8/3/2022 20:30";"D008";"COMIDA PREPRADA";"CREMA DE VERDURAS";"4"
"C2507";"B035";"8/3/2022 20:30";"D008";"COMIDA PREPARADA";"PATATAS REVOLCONAS CON TOCINO";"5"
"C2507";"B034";"8/3/2022 20:29";"D008";"COMIDA PREPARADA";"PATATAS REVOLCONAS CON TOCINO";"2"
"C2505";"B037";"8/3/2022 20:29";"D008";"COMIDA PREPRADA";"CREMA DE VERDURAS";"1"
"C2507";"B037";"8/3/2022 20:29";"D008";"COMIDA PREPARADA";"PATATAS REVOLCONAS CON TOCINO";"1"
"C2507";"B001";"8/3/2022 20:28";"D008";"COMIDA PREPARADA";"PATATAS REVOLCONAS CON TOCINO";"4"
"C2500";"B042";"7/3/2022 21:33";"D012";"Fruta y verdura";"fruta y verdura";"1"
"C2500";"B042";"7/3/2022 21:33";"D012";"Fruta y verdura";"fruta y verdura";"2"
"C2499";"B042";"7/3/2022 21:33";"D001";"Comida preparada";"Brochetas de pollo ";"2"
"C2501";"B042";"7/3/2022 21:33";"D002";"Comida preparada";"Alubias con chorizo";"2"
"C2500";"B029";"7/3/2022 21:32";"D012";"Fruta y verdura";"fruta y verdura";"1"
"C2503";"B026";"7/3/2022 21:24";"D004";"Pan";"Pan";"1"
"C2500";"B026";"7/3/2022 21:24";"D012";"Fruta y verdura";"fruta y verdura";"3"
"C2501";"B026";"7/3/2022 21:24";"D002";"Comida preparada";"Alubias con chorizo";"3"
"C2500";"B037";"7/3/2022 21:20";"D012";"Fruta y verdura";"fruta y verdura";"3"
"C2501";"B037";"7/3/2022 21:20";"D002";"Comida preparada";"Alubias con chorizo";"3"
"C2499";"B037";"7/3/2022 21:20";"D001";"Comida preparada";"Brochetas de pollo ";"3"
"C2503";"B036";"7/3/2022 21:19";"D004";"Pan";"Pan";"1"
"C2500";"B036";"7/3/2022 21:19";"D012";"Fruta y verdura";"fruta y verdura";"2"
"C2501";"B036";"7/3/2022 21:19";"D002";"Comida preparada";"Alubias con chorizo";"3"
"C2499";"B035";"7/3/2022 21:18";"D001";"Comida preparada";"Brochetas de pollo ";"3"
"C2499";"B035";"7/3/2022 21:18";"D001";"Comida preparada";"Brochetas de pollo ";"3"
"C2500";"B024";"7/3/2022 21:17";"D012";"Fruta y verdura";"fruta y verdura";"2"
"C2499";"B024";"7/3/2022 21:17";"D001";"Comida preparada";"Brochetas de pollo ";"2"
"C2501";"B024";"7/3/2022 21:17";"D002";"Comida preparada";"Alubias con chorizo";"2"
"C2501";"B024";"7/3/2022 21:12";"D002";"Comida preparada";"Alubias con chorizo";"2"
"C2501";"B024";"7/3/2022 21:09";"D002";"Comida preparada";"Alubias con chorizo";"2"
"C2500";"B021";"7/3/2022 21:09";"D012";"Fruta y verdura";"fruta y verdura";"1"
"C2500";"B021";"7/3/2022 21:09";"D012";"Fruta y verdura";"fruta y verdura";"2"
"C2501";"B021";"7/3/2022 21:09";"D002";"Comida preparada";"Alubias con chorizo";"2"
"C2501";"B018";"7/3/2022 21:08";"D002";"Comida preparada";"Alubias con chorizo";"2"
"C2500";"B018";"7/3/2022 21:08";"D012";"Fruta y verdura";"fruta y verdura";"2"
"C2503";"B018";"7/3/2022 21:08";"D004";"Pan";"Pan";"1"
"C2503";"B034";"7/3/2022 21:07";"D004";"Pan";"Pan";"1"
"C2500";"B034";"7/3/2022 21:07";"D012";"Fruta y verdura";"fruta y verdura";"3"
"C2501";"B034";"7/3/2022 21:07";"D002";"Comida preparada";"Alubias con chorizo";"3"
"C2503";"B033";"7/3/2022 21:03";"D004";"Pan";"Pan";"1"
"C2502";"B033";"7/3/2022 21:03";"D006";"Fruta y verdura";"Verdura";"2"
"C2499";"B033";"7/3/2022 21:03";"D001";"Comida preparada";"Brochetas de pollo ";"3"
"C2501";"B033";"7/3/2022 21:03";"D002";"Comida preparada";"Alubias con chorizo";"3"
"C2503";"B012";"7/3/2022 21:03";"D004";"Pan";"Pan";"1"
"C2500";"B012";"7/3/2022 21:02";"D012";"Fruta y verdura";"fruta y verdura";"2"
"C2499";"B012";"7/3/2022 21:02";"D001";"Comida preparada";"Brochetas de pollo ";"2"
"C2500";"B012";"7/3/2022 21:02";"D012";"Fruta y verdura";"fruta y verdura";"2"
"C2501";"B012";"7/3/2022 21:02";"D002";"Comida preparada";"Alubias con chorizo";"3"
"C2499";"B012";"7/3/2022 21:02";"D001";"Comida preparada";"Brochetas de pollo ";"3"
"C2503";"B001";"7/3/2022 21:01";"D004";"Pan";"Pan";"1"
"C2500";"B001";"7/3/2022 21:01";"D012";"Fruta y verdura";"fruta y verdura";"3"
"C2501";"B001";"7/3/2022 21:01";"D002";"Comida preparada";"Alubias con chorizo";"3"
"C2494";"B042";"3/3/2022 21:14";"D012";"Fruta y verdura";"Plátanos, manzanas, pimientos, kiwis, tomates, champiñones, chirimoyas";"1"
"C2494";"B037";"3/3/2022 21:14";"D012";"Fruta y verdura";"Plátanos, manzanas, pimientos, kiwis, tomates, champiñones, chirimoyas";"1"
"C2494";"B036";"3/3/2022 21:13";"D012";"Fruta y verdura";"Plátanos, manzanas, pimientos, kiwis, tomates, champiñones, chirimoyas";"1"
"C2494";"B035";"3/3/2022 21:13";"D012";"Fruta y verdura";"Plátanos, manzanas, pimientos, kiwis, tomates, champiñones, chirimoyas";"1"
"C2494";"B034";"3/3/2022 21:13";"D012";"Fruta y verdura";"Plátanos, manzanas, pimientos, kiwis, tomates, champiñones, chirimoyas";"1"
"C2494";"B033";"3/3/2022 21:13";"D012";"Fruta y verdura";"Plátanos, manzanas, pimientos, kiwis, tomates, champiñones, chirimoyas";"1"
"C2494";"B032";"3/3/2022 21:13";"D012";"Fruta y verdura";"Plátanos, manzanas, pimientos, kiwis, tomates, champiñones, chirimoyas";"1"
"C2494";"B030";"3/3/2022 21:13";"D012";"Fruta y verdura";"Plátanos, manzanas, pimientos, kiwis, tomates, champiñones, chirimoyas";"1"
"C2494";"B029";"3/3/2022 21:12";"D012";"Fruta y verdura";"Plátanos, manzanas, pimientos, kiwis, tomates, champiñones, chirimoyas";"1"
"C2494";"B021";"3/3/2022 21:12";"D012";"Fruta y verdura";"Plátanos, manzanas, pimientos, kiwis, tomates, champiñones, chirimoyas";"1"
"C2494";"B012";"3/3/2022 21:12";"D012";"Fruta y verdura";"Plátanos, manzanas, pimientos, kiwis, tomates, champiñones, chirimoyas";"1"
"C2494";"B001";"3/3/2022 21:12";"D012";"Fruta y verdura";"Plátanos, manzanas, pimientos, kiwis, tomates, champiñones, chirimoyas";"1"
"C2495";"B042";"3/3/2022 21:10";"D004";"Pan";"pan";"1"
"C2495";"B037";"3/3/2022 21:10";"D004";"Pan";"pan";"1"
"C2495";"B036";"3/3/2022 21:10";"D004";"Pan";"pan";"1"
"C2495";"B035";"3/3/2022 21:09";"D004";"Pan";"pan";"1"
"C2495";"B034";"3/3/2022 21:09";"D004";"Pan";"pan";"1"
"C2495";"B033";"3/3/2022 21:09";"D004";"Pan";"pan";"1"
"C2495";"B032";"3/3/2022 21:09";"D004";"Pan";"pan";"1"
"C2495";"B030";"3/3/2022 21:09";"D004";"Pan";"pan";"1"
"C2495";"B029";"3/3/2022 21:08";"D004";"Pan";"pan";"1"
"C2495";"B021";"3/3/2022 21:08";"D004";"Pan";"pan";"1"
"C2495";"B012";"3/3/2022 21:08";"D004";"Pan";"pan";"1"
"C2495";"B001";"3/3/2022 21:08";"D004";"Pan";"pan";"1"
"C2496";"B032";"3/3/2022 21:06";"D008";"comida preparada";"paella";"3"
"C2489";"B042";"3/3/2022 21:05";"D019";"Comida preparada";"Cintas de lomo de cerdo en salsa";"3"
"C2491";"B042";"3/3/2022 21:05";"D019";"Comida preparada";"Brochetas de pollp";"3"
"C2493";"B042";"3/3/2022 21:05";"D002";"Comida preparada";"Salchichas de cerdo";"3"
"C2489";"B037";"3/3/2022 21:04";"D019";"Comida preparada";"Cintas de lomo de cerdo en salsa";"3"
"C2488";"B037";"3/3/2022 21:04";"D001";"Comida preparada";"Patatas con costilla de cerdo";"3"
"C2493";"B037";"3/3/2022 21:03";"D002";"Comida preparada";"Salchichas de cerdo";"2"
"C2490";"B036";"3/3/2022 21:01";"D019";"Comida preparada";"Cintas de lomo en salsa";"3"
"C2491";"B036";"3/3/2022 21:00";"D019";"Comida preparada";"Brochetas de pollp";"3"
"C2492";"B036";"3/3/2022 21:00";"D019";"Comida preparada";"Lentejas con chorizo y tocino";"3"
"C2491";"B035";"3/3/2022 20:59";"D019";"Comida preparada";"Brochetas de pollp";"5"
"C2489";"B035";"3/3/2022 20:59";"D019";"Comida preparada";"Cintas de lomo de cerdo en salsa";"5"
"C2492";"B035";"3/3/2022 20:59";"D019";"Comida preparada";"Lentejas con chorizo y tocino";"5"
"C2491";"B034";"3/3/2022 20:58";"D019";"Comida preparada";"Brochetas de pollp";"3"
"C2490";"B034";"3/3/2022 20:57";"D019";"Comida preparada";"Cintas de lomo en salsa";"3"
"C2493";"B034";"3/3/2022 20:57";"D002";"Comida preparada";"Salchichas de cerdo";"3"
"C2490";"B033";"3/3/2022 20:56";"D019";"Comida preparada";"Cintas de lomo en salsa";"5"
"C2492";"B033";"3/3/2022 20:56";"D019";"Comida preparada";"Lentejas con chorizo y tocino";"5"
"C2489";"B032";"3/3/2022 20:56";"D019";"Comida preparada";"Cintas de lomo de cerdo en salsa";"5"
"C2489";"B030";"3/3/2022 20:55";"D019";"Comida preparada";"Cintas de lomo de cerdo en salsa";"4"
"C2488";"B030";"3/3/2022 20:55";"D001";"Comida preparada";"Patatas con costilla de cerdo";"3"
"C2493";"B030";"3/3/2022 20:55";"D002";"Comida preparada";"Salchichas de cerdo";"3"
"C2489";"B029";"3/3/2022 20:54";"D019";"Comida preparada";"Cintas de lomo de cerdo en salsa";"4"
"C2488";"B029";"3/3/2022 20:54";"D001";"Comida preparada";"Patatas con costilla de cerdo";"3"
"C2493";"B029";"3/3/2022 20:54";"D002";"Comida preparada";"Salchichas de cerdo";"5"
"C2490";"B026";"3/3/2022 20:53";"D019";"Comida preparada";"Cintas de lomo en salsa";"5"
"C2492";"B026";"3/3/2022 20:53";"D019";"Comida preparada";"Lentejas con chorizo y tocino";"5"
"C2490";"B021";"3/3/2022 20:53";"D019";"Comida preparada";"Cintas de lomo en salsa";"5"
"C2492";"B021";"3/3/2022 20:53";"D019";"Comida preparada";"Lentejas con chorizo y tocino";"5"
"C2489";"B012";"3/3/2022 20:52";"D019";"Comida preparada";"Cintas de lomo de cerdo en salsa";"5"
"C2492";"B012";"3/3/2022 20:51";"D019";"Comida preparada";"Lentejas con chorizo y tocino";"5"
"C2490";"B001";"3/3/2022 20:51";"D019";"Comida preparada";"Cintas de lomo en salsa";"5"
"C2492";"B001";"3/3/2022 20:51";"D019";"Comida preparada";"Lentejas con chorizo y tocino";"5"
"C2485";"B012";"2/3/2022 21:07";"D008";"Comida preparada";"Cocido";"2"
"C2487";"B042";"2/3/2022 21:07";"D012";"Fruta y verdura";"Fruta y verdura";"1"
"C2487";"B037";"2/3/2022 21:07";"D012";"Fruta y verdura";"Fruta y verdura";"1"
"C2487";"B036";"2/3/2022 21:07";"D012";"Fruta y verdura";"Fruta y verdura";"1"
"C2487";"B035";"2/3/2022 21:07";"D012";"Fruta y verdura";"Fruta y verdura";"1"
"C2487";"B034";"2/3/2022 21:06";"D012";"Fruta y verdura";"Fruta y verdura";"1"
"C2487";"B033";"2/3/2022 21:06";"D012";"Fruta y verdura";"Fruta y verdura";"1"
"C2487";"B032";"2/3/2022 21:06";"D012";"Fruta y verdura";"Fruta y verdura";"1"
"C2487";"B029";"2/3/2022 21:06";"D012";"Fruta y verdura";"Fruta y verdura";"1"
"C2487";"B026";"2/3/2022 21:06";"D012";"Fruta y verdura";"Fruta y verdura";"1"
"C2487";"B024";"2/3/2022 21:06";"D012";"Fruta y verdura";"Fruta y verdura";"1"
"C2487";"B021";"2/3/2022 21:06";"D012";"Fruta y verdura";"Fruta y verdura";"1"
"C2487";"B018";"2/3/2022 21:05";"D012";"Fruta y verdura";"Fruta y verdura";"1"
"C2487";"B012";"2/3/2022 21:05";"D012";"Fruta y verdura";"Fruta y verdura";"1"
"C2487";"B001";"2/3/2022 21:04";"D012";"Fruta y verdura";"Fruta y verdura";"1"
"C2483";"B042";"2/3/2022 21:04";"D004";"Pan";"Barras de pan";"1"
"C2483";"B037";"2/3/2022 21:04";"D004";"Pan";"Barras de pan";"1"
"C2483";"B036";"2/3/2022 21:04";"D004";"Pan";"Barras de pan";"1"
"C2483";"B035";"2/3/2022 21:04";"D004";"Pan";"Barras de pan";"1"
"C2483";"B034";"2/3/2022 21:03";"D004";"Pan";"Barras de pan";"1"
"C2483";"B033";"2/3/2022 21:03";"D004";"Pan";"Barras de pan";"1"
"C2483";"B032";"2/3/2022 21:02";"D004";"Pan";"Barras de pan";"1"
"C2483";"B029";"2/3/2022 21:02";"D004";"Pan";"Barras de pan";"1"
"C2483";"B026";"2/3/2022 21:02";"D004";"Pan";"Barras de pan";"1"
"C2483";"B021";"2/3/2022 21:01";"D004";"Pan";"Barras de pan";"1"
"C2483";"B018";"2/3/2022 21:01";"D004";"Pan";"Barras de pan";"1"
"C2483";"B001";"2/3/2022 21:01";"D004";"Pan";"Barras de pan";"1"
"C2480";"B042";"2/3/2022 20:56";"D019";"Comida preparada";"Rosada";"4"
"C2480";"B042";"2/3/2022 20:55";"D019";"Comida preparada";"Rosada";"4"
"C2482";"B037";"2/3/2022 20:55";"D019";"Comida preparada";"Sopa";"1"
"C2479";"B037";"2/3/2022 20:54";"D002";"Comida preparada";"Lasaña de verduras";"1"
"C2480";"B036";"2/3/2022 20:54";"D019";"Comida preparada";"Rosada";"3"
"C2479";"B036";"2/3/2022 20:54";"D002";"Comida preparada";"Lasaña de verduras";"3"
"C2481";"B035";"2/3/2022 20:53";"D019";"Comida Preparada";"Ajo Blanco";"3"
"C2478";"B035";"2/3/2022 20:53";"D001";"Comida preparada";"Crema de verdura";"9"
"C2480";"B035";"2/3/2022 20:53";"D019";"Comida preparada";"Rosada";"9"
"C2480";"B034";"2/3/2022 20:52";"D019";"Comida preparada";"Rosada";"3"
"C2480";"B034";"2/3/2022 20:52";"D019";"Comida preparada";"Rosada";"3"
"C2480";"B033";"2/3/2022 20:52";"D019";"Comida preparada";"Rosada";"5"
"C2479";"B033";"2/3/2022 20:51";"D002";"Comida preparada";"Lasaña de verduras";"5"
"C2479";"B032";"2/3/2022 20:50";"D002";"Comida preparada";"Lasaña de verduras";"4"
"C2480";"B032";"2/3/2022 20:49";"D019";"Comida preparada";"Rosada";"4"
"C2482";"B029";"2/3/2022 20:49";"D019";"Comida preparada";"Sopa";"4"
"C2479";"B029";"2/3/2022 20:49";"D002";"Comida preparada";"Lasaña de verduras";"4"
"C2481";"B026";"2/3/2022 20:49";"D019";"Comida Preparada";"Ajo Blanco";"5"
"C2479";"B026";"2/3/2022 20:48";"D002";"Comida preparada";"Lasaña de verduras";"5"
"C2482";"B024";"2/3/2022 20:48";"D019";"Comida preparada";"Sopa";"2"
"C2479";"B024";"2/3/2022 20:48";"D002";"Comida preparada";"Lasaña de verduras";"2"
"C2479";"B018";"2/3/2022 20:48";"D002";"Comida preparada";"Lasaña de verduras";"4"
"C2482";"B018";"2/3/2022 20:47";"D019";"Comida preparada";"Sopa";"4"
"C2480";"B018";"2/3/2022 20:43";"D019";"Comida preparada";"Rosada";"3"
"C2481";"B012";"2/3/2022 20:43";"D019";"Comida Preparada";"Ajo Blanco";"5"
"C2480";"B012";"2/3/2022 20:43";"D019";"Comida preparada";"Rosada";"5"
"C2480";"B001";"2/3/2022 20:42";"D019";"Comida preparada";"Rosada";"3"
"C2481";"B001";"2/3/2022 20:42";"D019";"Comida Preparada";"Ajo Blanco";"5"
"C2480";"B001";"2/3/2022 20:42";"D019";"Comida preparada";"Rosada";"5"
"C2465";"B033";"1/3/2022 21:54";"D021";"Alimentos frescos";"Fruta y verdura";"1"
"C2460";"B033";"1/3/2022 21:54";"D002";"Comida Preparada";"Judias pintas con chorizo";"4"
"C2475";"B033";"1/3/2022 21:53";"D019";"Comida Preparada";"Salchichas";"2"
"C2465";"B032";"1/3/2022 21:53";"D021";"Alimentos frescos";"Fruta y verdura";"1"
"C2459";"B032";"1/3/2022 21:53";"D001";"Comida Preparada";"Arroz con pollo";"2"
"C2477";"B032";"1/3/2022 21:52";"D019";"Comida Preparada";"Coliflor Gratinada";"3"
"C2472";"B029";"1/3/2022 21:51";"D006";"Alimentos Frescos";"Frutas y Verduras";"1"
"C2475";"B029";"1/3/2022 21:50";"D019";"Comida Preparada";"Salchichas";"1"
"C2477";"B029";"1/3/2022 21:50";"D019";"Comida Preparada";"Coliflor Gratinada";"1"
"C2476";"B029";"1/3/2022 21:50";"D019";"Comida Preparada";"Brochetas";"2"
"C2472";"B026";"1/3/2022 21:48";"D006";"Alimentos Frescos";"Frutas y Verduras";"1"
"C2476";"B026";"1/3/2022 21:48";"D019";"Comida Preparada";"Brochetas";"1"
"C2475";"B026";"1/3/2022 21:47";"D019";"Comida Preparada";"Salchichas";"2"
"C2476";"B026";"1/3/2022 21:47";"D019";"Comida Preparada";"Brochetas";"2"
"C2472";"B024";"1/3/2022 21:45";"D006";"Alimentos Frescos";"Frutas y Verduras";"1"
"C2473";"B024";"1/3/2022 21:45";"D004";"Pan";"Pan y Porras";"1"
"C2475";"B024";"1/3/2022 21:45";"D019";"Comida Preparada";"Salchichas";"2"
"C2476";"B024";"1/3/2022 21:45";"D019";"Comida Preparada";"Brochetas";"2"
"C2465";"B021";"1/3/2022 21:44";"D021";"Alimentos frescos";"Fruta y verdura";"1"
"C2460";"B021";"1/3/2022 21:44";"D002";"Comida Preparada";"Judias pintas con chorizo";"2"
"C2450";"B021";"1/3/2022 21:44";"D002";"Comida Preparada";"Chorizo";"2"
"C2476";"B021";"1/3/2022 21:40";"D019";"Comida Preparada";"Brochetas";"1"
"C2471";"B018";"1/3/2022 21:38";"D021";"Alimentos Frescos";"Fruta y Verdura";"1"
"C2477";"B018";"1/3/2022 21:38";"D019";"Comida Preparada";"Coliflor Gratinada";"2"
"C2459";"B018";"1/3/2022 21:38";"D001";"Comida Preparada";"Arroz con pollo";"2"
"C2455";"B018";"1/3/2022 21:38";"D012";"Aliementos frescos";"Fruta y verdura";"1"
"C2450";"B018";"1/3/2022 21:37";"D002";"Comida Preparada";"Chorizo";"1"
"C2477";"B018";"1/3/2022 21:36";"D019";"Comida Preparada";"Coliflor Gratinada";"2"
"C2467";"B012";"1/3/2022 21:35";"D023";"Alimentos frescos";"Fruta y verdura";"1"
"C2460";"B012";"1/3/2022 21:35";"D002";"Comida Preparada";"Judias pintas con chorizo";"1"
"C2459";"B012";"1/3/2022 21:34";"D001";"Comida Preparada";"Arroz con pollo";"1"
"C2461";"B012";"1/3/2022 21:34";"D002";"Comida Preparada";"Coliflor gratinada";"1"
"C2464";"B011";"1/3/2022 21:34";"D023";"Alimentos frescos";"Frutas y verduras";"1"
"C2460";"B011";"1/3/2022 21:34";"D002";"Comida Preparada";"Judias pintas con chorizo";"1"
"C2461";"B011";"1/3/2022 21:34";"D002";"Comida Preparada";"Coliflor gratinada";"1"
"C2455";"B036";"1/3/2022 21:32";"D012";"Aliementos frescos";"Fruta y verdura";"1"
"C2450";"B036";"1/3/2022 21:32";"D002";"Comida Preparada";"Chorizo";"1"
"C2459";"B036";"1/3/2022 21:31";"D001";"Comida Preparada";"Arroz con pollo";"2"
"C2476";"B036";"1/3/2022 21:31";"D019";"Comida Preparada";"Brochetas";"2"
"C2470";"B035";"1/3/2022 21:30";"D012";"Alimentos Frescos3";"Frutas y Verduras";"1"
"C2476";"B035";"1/3/2022 21:30";"D019";"Comida Preparada";"Brochetas";"4"
"C2460";"B035";"1/3/2022 21:29";"D002";"Comida Preparada";"Judias pintas con chorizo";"3"
"C2432";"B035";"1/3/2022 21:29";"D019";"Comida preparada";"Pasta";"4"
"C2472";"B034";"1/3/2022 21:28";"D006";"Alimentos Frescos";"Frutas y Verduras";"1"
"C2475";"B034";"1/3/2022 21:28";"D019";"Comida Preparada";"Salchichas";"1"
"C2460";"B034";"1/3/2022 21:28";"D002";"Comida Preparada";"Judias pintas con chorizo";"1"
"C2472";"B037";"1/3/2022 21:25";"D006";"Alimentos Frescos";"Frutas y Verduras";"1"
"C2459";"B037";"1/3/2022 21:25";"D001";"Comida Preparada";"Arroz con pollo";"1"
"C2477";"B037";"1/3/2022 21:21";"D019";"Comida Preparada";"Coliflor Gratinada";"2"
"C2476";"B037";"1/3/2022 21:21";"D019";"Comida Preparada";"Brochetas";"1"
"C2472";"B001";"1/3/2022 21:20";"D006";"Alimentos Frescos";"Frutas y Verduras";"2"
"C2476";"B001";"1/3/2022 21:19";"D019";"Comida Preparada";"Brochetas";"2"
"C2476";"B001";"1/3/2022 21:18";"D019";"Comida Preparada";"Brochetas";"2"
"C2459";"B001";"1/3/2022 21:18";"D001";"Comida Preparada";"Arroz con pollo";"2"
"C2440";"B001";"1/3/2022 21:16";"D008";"Comida preparada";"Cocido";"2"
"C2463";"B042";"28/02/2022 21:30:39";"D004";"Pan";"Barras de pan y hogazas";"4"
"C2465";"B042";"28/02/2022 21:30:22";"D021";"Alimentos frescos";"Fruta y verdura";"4"
"C2463";"B037";"28/02/2022 21:29:57";"D004";"Pan";"Barras de pan y hogazas";"1"
"C2465";"B037";"28/02/2022 21:29:47";"D021";"Alimentos frescos";"Fruta y verdura";"1"
"C2463";"B036";"28/02/2022 21:29:18";"D004";"Pan";"Barras de pan y hogazas";"3"
"C2465";"B036";"28/02/2022 21:29:10";"D021";"Alimentos frescos";"Fruta y verdura";"3"
"C2463";"B035";"28/02/2022 21:28:42";"D004";"Pan";"Barras de pan y hogazas";"7"
"C2465";"B035";"28/02/2022 21:28:24";"D021";"Alimentos frescos";"Fruta y verdura";"7"
"C2463";"B034";"28/02/2022 21:28:02";"D004";"Pan";"Barras de pan y hogazas";"3"
"C2464";"B034";"28/02/2022 21:27:55";"D023";"Alimentos frescos";"Frutas y verduras";"3"
"C2463";"B033";"28/02/2022 21:27:26";"D004";"Pan";"Barras de pan y hogazas";"6"
"C2465";"B033";"28/02/2022 21:27:10";"D021";"Alimentos frescos";"Fruta y verdura";"6"
"C2463";"B032";"28/02/2022 21:26:43";"D004";"Pan";"Barras de pan y hogazas";"4"
"C2465";"B032";"28/02/2022 21:26:37";"D021";"Alimentos frescos";"Fruta y verdura";"4"
"C2463";"B029";"28/02/2022 21:26:09";"D004";"Pan";"Barras de pan y hogazas";"4"
"C2465";"B029";"28/02/2022 21:26:03";"D021";"Alimentos frescos";"Fruta y verdura";"4"
"C2463";"B026";"28/02/2022 21:25:45";"D004";"Pan";"Barras de pan y hogazas";"5"
"C2465";"B026";"28/02/2022 21:25:34";"D021";"Alimentos frescos";"Fruta y verdura";"5"
"C2463";"B024";"28/02/2022 21:25:03";"D004";"Pan";"Barras de pan y hogazas";"2"
"C2464";"B024";"28/02/2022 21:24:54";"D023";"Alimentos frescos";"Frutas y verduras";"2"
"C2463";"B021";"28/02/2022 21:22:52";"D004";"Pan";"Barras de pan y hogazas";"4"
"C2465";"B021";"28/02/2022 21:22:44";"D021";"Alimentos frescos";"Fruta y verdura";"4"
"C2463";"B018";"28/02/2022 21:22:17";"D004";"Pan";"Barras de pan y hogazas";"3"
"C2465";"B018";"28/02/2022 21:22:09";"D021";"Alimentos frescos";"Fruta y verdura";"3"
"C2463";"B012";"28/02/2022 21:21:39";"D004";"Pan";"Barras de pan y hogazas";"5"
"C2464";"B012";"28/02/2022 21:21:31";"D023";"Alimentos frescos";"Frutas y verduras";"5"
"C2463";"B001";"28/02/2022 21:21:08";"D004";"Pan";"Barras de pan y hogazas";"5"
"C2466";"B001";"28/02/2022 21:20:53";"D012";"Alimentos frescos";"Fruta y verdura";"5"
"C2460";"B042";"28/02/2022 21:16:47";"D002";"Comida Preparada";"Judias pintas con chorizo";"4"
"C2461";"B042";"28/02/2022 21:16:31";"D002";"Comida Preparada";"Coliflor gratinada";"4"
"C2460";"B037";"28/02/2022 21:14:03";"D002";"Comida Preparada";"Judias pintas con chorizo";"1"
"C2462";"B037";"28/02/2022 21:13:50";"D002";"Comida Preparada";"Chuleta de sajonia";"1"
"C2458";"B036";"28/02/2022 21:13:22";"D001";"Comida Preparada";"Albondigas";"3"
"C2462";"B036";"28/02/2022 21:13:06";"D002";"Comida Preparada";"Chuleta de sajonia";"3"
"C2460";"B036";"28/02/2022 21:12:57";"D002";"Comida Preparada";"Judias pintas con chorizo";"3"
"C2460";"B035";"28/02/2022 21:12:22";"D002";"Comida Preparada";"Judias pintas con chorizo";"7"
"C2462";"B035";"28/02/2022 21:12:11";"D002";"Comida Preparada";"Chuleta de sajonia";"7"
"C2460";"B034";"28/02/2022 21:11:50";"D002";"Comida Preparada";"Judias pintas con chorizo";"3"
